tweet_id,img_id,label1,label2,label3,voted_label,agreement
1668005634716086272,FyXyKg4aUAAjJlU,Infrastructure,Infrastructure,Infrastructure,Infrastructure,full
1668005634716086272,FyXyFngaMAAYidr,Infrastructure,Infrastructure,Infrastructure,Infrastructure,full
1668005634716086272,FyXyOHIacAAtVtI,Infrastructure,Infrastructure,Infrastructure,Infrastructure,full
1667987327111811072,FyXhghkaQAAEGFp,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1667987327111811072,FyXhghkaEAAv1j7,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1667924889129349120,FyWo2PAWcAAGaJH,Insurance,Insurance,Insurance,Insurance,full
1667924889129349120,FyWo2P1XsAIz6We,Insurance,Insurance,Insurance,Insurance,full
1667924889129349120,FyWo2N5WwAA2Hn8,Insurance,Insurance,Insurance,Insurance,full
1667924889129349120,FyWo2O2WwAEEH00,Insurance,Insurance,Insurance,Insurance,full
1667915601791307776,FyWgZZmaUAEZcOk,Advertisement,Advertisement,Advertisement,Advertisement,full
1667915368780939264,FyWgLkyaUAAoJh5,Advertisement,Advertisement,Advertisement,Advertisement,full
1667915293463658496,FyWgHhPaIAYLxLZ,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1667915122889596928,FyWf8ruXoAIvO1F,Infrastructure,General Information,Infrastructure,Infrastructure,majority
1667915122889596928,FyWf6PZWcAIyqo1,Infrastructure,General Information,Infrastructure,Infrastructure,majority
1667915122889596928,FyWf7dkWwAItj8a,Infrastructure,General Information,Infrastructure,Infrastructure,majority
1667915122889596928,FyWf5B0WYAEGUtO,Infrastructure,General Information,Infrastructure,Infrastructure,majority
1667907141796257792,FyWYo4VaQAAoa0z,Infrastructure,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,majority
1667883941951586304,FyWDenRaIAAiuyr,Infrastructure,Infrastructure,Infrastructure,Infrastructure,full
1667883941951586304,FyWDODVaYAE5Bfr,Infrastructure,Infrastructure,Infrastructure,Infrastructure,full
1667879707323375616,FyV9_uTX0AED0FK,Smoke & Air Quality,Weather Reports,Weather Reports,Weather Reports,majority
1667879707323375616,FyV-BqxWcAMo6Ly,Smoke & Air Quality,Weather Reports,Weather Reports,Weather Reports,majority
1667872765972709376,FyV5Z7OaYAA2OT6,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1667845770064674816,FyVgvSfWYAI4cWu,Warnings & Status Updates,General Information,General Information,General Information,majority
1667773164179554304,FyUdJiNagAAkATV,Warnings & Status Updates,Weather Reports,Weather Reports,Weather Reports,majority
1667727897942200320,FyT0xozaMAEEkHg,Infrastructure,Infrastructure,Infrastructure,Infrastructure,full
1667727897942200320,FyT0xoxaEAIdWW0,Infrastructure,Infrastructure,Infrastructure,Infrastructure,full
1667727897942200320,FyT0xoXacAcBQtM,Infrastructure,Infrastructure,Infrastructure,Infrastructure,full
1667727897942200320,FyT0xoxaQAA5TT5,Infrastructure,Infrastructure,Infrastructure,Infrastructure,full
1667715785496707072,FyTqqwbaYAEfFFv,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1667712650032320512,FyTn0LzacAEQC_B,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1667710283853463552,FyTlqiWaMAESxmS,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1667694910458216448,FyTXqoDWYAE_Mmz,Infrastructure,Support,Infrastructure,Infrastructure,majority
1667689262752632832,FyTSjBNaYAA0SE3,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1667661655122247680,FyS5b2wagAAsbHA,Weather Reports,Weather Reports,Weather Reports,Weather Reports,full
1667646613303578624,FySrvXpWIAIJTP4,Warnings & Status Updates,Infrastructure,Infrastructure,Infrastructure,majority
1667634838998773760,FyShCjuXoAUzneS,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1667631260930539520,FySdVSLaEAAbW5b,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1667630263608680448,FySc4pfWwAEaTv1,Insurance,Insurance,Insurance,Insurance,full
1667616180872560640,FySPSQMaYAASmv1,Infrastructure,Infrastructure,Reports of Actions of Responders,Infrastructure,majority
1667609238687076352,FySJw3naQAA18nL,Other,Other,Other,Other,full
1667604674352906240,FySFnLuXgAAhaSU,Reports of Actions of Responders,Support,Reports of Actions of Responders,Reports of Actions of Responders,majority
1667602440969912320,FySDkMGWYAApDHS,Infrastructure,Infrastructure,Reports of Actions of Responders,Infrastructure,majority
1667602440969912320,FySDhwfXoAIRGoP,Infrastructure,Infrastructure,Infrastructure,Infrastructure,full
1667602440969912320,FySDi97WwAAJ3Bj,Infrastructure,Infrastructure,Infrastructure,Infrastructure,full
1667579930278764544,FyRvG16XwAE4mzt,Insurance,Insurance,Insurance,Insurance,full
1667578347725963264,FyRtq47XwAYJbDU,Insurance,Insurance,Insurance,Insurance,full
1667569567168868352,FyRllgcaYAAFSK5,Support,Insurance,Insurance,Insurance,majority
1667569071712509952,FyRk9AgacAAExg3,Other,Other,Other,Other,full
1667562429868556288,FyReaG6aMAYARxd,Infrastructure,Infrastructure,Infrastructure,Infrastructure,full
1667558942409633792,FyRbTxmaMAABw8G,Infrastructure,Infrastructure,Infrastructure,Infrastructure,full
1667527635491233792,FyQ_irpaAAAfmou,Weather Reports,General Information,Weather Reports,Weather Reports,majority
1667527635491233792,FyQ_irraUAAFJXf,Weather Reports,Warnings & Status Updates,Weather Reports,Weather Reports,majority
1667516650864930816,FyQ1jggaQAE18tV,Other,Weather Reports,Smoke & Air Quality,Other,none
1667421751406645248,FyPfPdvagAAShvy,Smoke & Air Quality,Other,Smoke & Air Quality,Smoke & Air Quality,majority
1667403744584298496,FyPO3ciaUAAsiEc,Reports of Actions of Responders,Reports of Actions of Responders,Evacuees,Reports of Actions of Responders,majority
1667403744584298496,FyPO3BXacAArOv1,Evacuees,Reports of Actions of Responders,Evacuees,Evacuees,majority
1667403744584298496,FyPO2q6aEAE9FSL,Evacuees,Reports of Actions of Responders,Evacuees,Evacuees,majority
1667397641477701632,FyPJURYaMAA7iwY,Warnings & Status Updates,Evacuees,General Information,Warnings & Status Updates,none
1667397641477701632,FyPJURWaAAECC6A,Warnings & Status Updates,Evacuees,General Information,Warnings & Status Updates,none
1667388861239169024,FyPBVCwakAE4v3q,Smoke & Air Quality,Weather Reports,Weather Reports,Weather Reports,majority
1667383389014609920,FyO8WwQacAAFCPK,Infrastructure,Infrastructure,Infrastructure,Infrastructure,full
1667375622266687488,FyOyXAkaAAAWrZk,Evacuees,Evacuees,Support,Evacuees,majority
1667375622266687488,FyOyZDMaUAc1M_F,Evacuees,Evacuees,Support,Evacuees,majority
1667373762579402752,FyOzl2BaMAAiReW,Preparedness,Evacuees,Preparedness,Preparedness,majority
1667372370447966208,FyOx2_haMAAO2-A,Other,General Information,Warnings & Status Updates,Other,none
1667355859855503360,FyOjLq9aYAA3Kd2,Reports of Actions of Responders,Smoke & Air Quality,Reports of Actions of Responders,Reports of Actions of Responders,majority
1667355859855503360,FyOjLt1aQAAvo8a,Warnings & Status Updates,Smoke & Air Quality,Reports of Actions of Responders,Warnings & Status Updates,none
1667343254495559680,FyOX2klaQAAmwL0,Infrastructure,Warnings & Status Updates,Infrastructure,Infrastructure,majority
1667339760111861760,FyOUrOuaIAII0ZO,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1667339136087494656,FyOUG67aYAEIcGc,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1667338989022355456,FyOT-ZNX0AA5FCL,Evacuees,Evacuees,Support,Evacuees,majority
1667328792334049280,FyOKswlaQAEmFmt,Evacuees,Evacuees,Warnings & Status Updates,Evacuees,majority
1667328647135645696,FyOKkPJaUAEh-FP,Evacuees,Warnings & Status Updates,Evacuees,Evacuees,majority
1667328557373353984,FyOKea8acAAiVqP,Evacuees,Warnings & Status Updates,Smoke & Air Quality,Evacuees,none
1667327543664599040,FyOJkKeaMAEIIzT,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1667320082509316096,FyOCxv_XoAEut2t,Evacuees,Evacuees,Preparedness,Evacuees,majority
1667313101501509632,FyN8WHZaEAAxXBe,Warnings & Status Updates,Infrastructure,Warnings & Status Updates,Warnings & Status Updates,majority
1667310306530578432,FyN54raakAAJ1JI,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1667298074635522048,FyNuw3bXoAMIrfI,Smoke & Air Quality,Advertisement,Advertisement,Advertisement,majority
1667293476176945152,FyNqk-racAEUZCs,Reports of Actions of Responders,Smoke & Air Quality,General Information,Reports of Actions of Responders,none
1667290753796636672,FyNoGxTXgAA5tgr,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,full
1667290753796636672,FyNoGxkXoAMQjap,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,full
1667290671005171712,FyNoB3nX0AAnJ7Z,Insurance,Insurance,Insurance,Insurance,full
1667290671005171712,FyNoB5BWwAAviSQ,Insurance,Insurance,Insurance,Insurance,full
1667290671005171712,FyNoB49XgAEPdwt,Insurance,Insurance,Insurance,Insurance,full
1667290671005171712,FyNoB46X0AE-tOk,Insurance,Insurance,Insurance,Insurance,full
1667288589263142912,FyNmIt2WcAECB28,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1667276461882089472,FyNbGpPaMAAYJQ5,Warnings & Status Updates,Weather Reports,Warnings & Status Updates,Warnings & Status Updates,majority
1667269128825057280,FyNUb-DX0AE7QmP,Insurance,Insurance,Insurance,Insurance,full
1667268091812937728,FyNQH6YaQAAN8UU,Warnings & Status Updates,General Information,Warnings & Status Updates,Warnings & Status Updates,majority
1667262059208232960,FyNN5kdWAAAMVwu,Smoke & Air Quality,Smoke & Air Quality,Weather Reports,Smoke & Air Quality,majority
1667261341630083072,FyNNI4jaIAEWWKV,Weather Reports,General Information,Warnings & Status Updates,Weather Reports,none
1667237123932430336,FyM3Rg5WIBc708B,Reports of Actions of Responders,Support,Reports of Actions of Responders,Reports of Actions of Responders,majority
1667237123932430336,FyM3SuUWIBI5ZP9,Infrastructure,Support,Reports of Actions of Responders,Infrastructure,none
1667237123932430336,FyM3T8eWIAIzej7,Reports of Actions of Responders,Support,Reports of Actions of Responders,Reports of Actions of Responders,majority
1667216971694497792,FyMk_tAaAAEnIar,Other,Political,Political,Political,majority
1667210443067146240,FyMfBsfWwAcWXDk,Reports of Actions of Responders,Infrastructure,Support,Reports of Actions of Responders,none
1667210443067146240,FyMfC6OWwAMV0Fz,Infrastructure,Infrastructure,Support,Infrastructure,majority
1667203000828346368,FyMYS2kWcAIVvHx,Insurance,Insurance,Insurance,Insurance,full
1667177397165203456,FyMBAgRXsAEFnc_,Warnings & Status Updates,Warnings & Status Updates,Infrastructure,Warnings & Status Updates,majority
1667168769683124224,FyL5KHRXgAMeWfO,Evacuees,Evacuees,Evacuees,Evacuees,full
1667073154030743552,FyKiMXUWIAAaKAl,General Information,General Information,General Information,General Information,full
1667030081712078848,FyJ7BNZXsAAdYwd,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1667016693015797760,FyJu2O3aEAIl36r,Support,Support,Support,Support,full
1667009660845723648,FyJoc7xaMAAOdqV,Evacuees,Evacuees,Evacuees,Evacuees,full
1667008034772758528,FyJmv-WaIAMhQ2o,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1666985397157761024,FyJSYkdacAABZHB,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1666979154934517760,FyJMrzwaIAELA0R,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1666965267518312448,FyJAE5lWcAAMR0q,Evacuees,Evacuees,Evacuees,Evacuees,full
1666964400279023616,FyI-AOfakAAbUgH,Reports of Actions of Responders,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,majority
1666962121777909760,FyI9Ny5aQAE66WI,Warnings & Status Updates,Preparedness,Infrastructure,Warnings & Status Updates,none
1666962121777909760,FyI9NmHagAAq5Hv,Smoke & Air Quality,Preparedness,Infrastructure,Smoke & Air Quality,none
1666951463048990720,FyIzhadakAAwTVt,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1666947417022038016,FyIv13GaQAAhvce,General Information,General Information,General Information,General Information,full
1666946078527361024,FyIun5_aIAIE0rV,Smoke & Air Quality,Smoke & Air Quality,Other,Smoke & Air Quality,majority
1666946078527361024,FyIunULagAEMMig,Smoke & Air Quality,Smoke & Air Quality,Other,Smoke & Air Quality,majority
1666946078527361024,FyIunrwaQAM_tse,Other,Smoke & Air Quality,Other,Other,majority
1666945809915707392,FyIr-ZMakAAidKY,Warnings & Status Updates,Political,Political,Political,majority
1666944367704281088,FyIp8ycacAMcsWo,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,full
1666943752416669696,FyIsMe6aIAE1Yr0,Preparedness,Evacuees,Evacuees,Evacuees,majority
1666935682613248000,FyIlK4KX0AAXcrS,Preparedness,Support,Preparedness,Preparedness,majority
1666933540217556992,FyIjOEFaUAImjk-,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,full
1666931152098312192,FyIhC8pakAATfAz,Evacuees,Evacuees,Evacuees,Evacuees,full
1666921884074799104,FyIYmNaaQAALKqQ,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,full
1666916146430492672,FyITT5QaIAER4ys,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1666916113014468608,FyITXw2agAEdzDY,Evacuees,Evacuees,Evacuees,Evacuees,full
1666915406077128704,FyISumSaIAEmAIe,Warnings & Status Updates,Warnings & Status Updates,Evacuees,Warnings & Status Updates,majority
1666915205287407616,FyISRNCaEAEmmp7,Warnings & Status Updates,General Information,Warnings & Status Updates,Warnings & Status Updates,majority
1666914587881668608,FyIR-qmakAAHIDu,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1666914505140625408,FyIRVA3aMAAHWsZ,Warnings & Status Updates,Political,Warnings & Status Updates,Warnings & Status Updates,majority
1666914505140625408,FyIRSueaYAIjhsl,Warnings & Status Updates,Political,Warnings & Status Updates,Warnings & Status Updates,majority
1666914335510401024,FyIRwP4aAAIgl3q,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1666914335510401024,FyIRwDzaIAAb58T,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1666913890385682432,FyIRWV1aIAIWKa_,Warnings & Status Updates,Smoke & Air Quality,General Information,Warnings & Status Updates,none
1666908341829001216,FyIMTXdaUAgqHuu,Support,Reports of Actions of Responders,Support,Support,majority
1666907035701751808,FyILHX2aMAUw8av,Warnings & Status Updates,Smoke & Air Quality,Warnings & Status Updates,Warnings & Status Updates,majority
1666906308694654976,FyIKdCAaUAAckgI,Warnings & Status Updates,Infrastructure,Political,Warnings & Status Updates,none
1666904062288359424,FyIICZmakAI-37l,Infrastructure,Reports of Actions of Responders,Infrastructure,Infrastructure,majority
1666882192621072384,FyH0hNiaEAAGHgE,Reports of Actions of Responders,Smoke & Air Quality,Reports of Actions of Responders,Reports of Actions of Responders,majority
1666859499360227328,FyHf4XraQAIFZiD,Warnings & Status Updates,Smoke & Air Quality,Infrastructure,Warnings & Status Updates,none
1666852865498030080,FyHZ1xCaAAEpPVd,Weather Reports,Weather Reports,General Information,Weather Reports,majority
1666852865498030080,FyHZY4haIAYh5a8,Weather Reports,Weather Reports,Weather Reports,Weather Reports,full
1666852865498030080,FyHZX4FakAA7l2a,Weather Reports,Weather Reports,General Information,Weather Reports,majority
1666852865498030080,FyHZ074aYAAmDYt,Weather Reports,Weather Reports,General Information,Weather Reports,majority
1666852284062666752,FyHZULPacAcXK9_,Other,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,majority
1666848715347488768,FyHWEp4agAARTOg,Infrastructure,Infrastructure,Infrastructure,Infrastructure,full
1666829485872926720,FyHElNwacAAq3YE,Other,Reports of Actions of Responders,Other,Other,majority
1666805643955814400,FyGu3l9aEAYXdTx,Weather Reports,Weather Reports,Weather Reports,Weather Reports,full
1666805643955814400,FyGu3l6aIAAoXZd,Weather Reports,Weather Reports,Weather Reports,Weather Reports,full
1666804168101871616,FyGs69HaIAQh5ac,Smoke & Air Quality,Other,Other,Other,majority
1666716552786497536,FyFd3y9agAERM4m,Weather Reports,Warnings & Status Updates,Smoke & Air Quality,Weather Reports,none
1666662663441752064,FyEs2-LagAIRISg,Smoke & Air Quality,Other,Smoke & Air Quality,Smoke & Air Quality,majority
1666656218272911360,FyEm_p1aYAAM1p1,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1666610365109772288,FyD9CuVaYAA_eBW,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1666610365109772288,FyD9BqcaQAEGtP5,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1666601778480136192,FyD1d-mX0AEbYDv,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,full
1666584419694702592,FyDlsp2aUAAtJtq,Weather Reports,Weather Reports,Weather Reports,Weather Reports,full
1666570734360227840,FyDY-Z5akAAJgHn,Other,Infrastructure,Other,Other,majority
1666570119844347904,FyDYsR3aEAUMThV,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1666562905180078080,FyDRL1EacAAjEJg,Smoke & Air Quality,Weather Reports,Smoke & Air Quality,Smoke & Air Quality,majority
1666541669544783872,FyC-0MragAAWFqi,Preparedness,Preparedness,Preparedness,Preparedness,full
1666536453340565504,FyC6Ep7akAE7U3g,Preparedness,Smoke & Air Quality,Infrastructure,Preparedness,none
1666533894022397952,FyC3VqTaUAAJ-mk,Support,Support,Support,Support,full
1666525203063791616,FyCv1yuaYAAUYBH,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1666515412006105088,FyCm75JXoAAJdix,Preparedness,Evacuees,Preparedness,Preparedness,majority
1666511831211597824,FyCjaymagAIPDys,Reports of Actions of Responders,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,majority
1666498286155612160,FyCXW5AacAAjg5e,Smoke & Air Quality,Smoke & Air Quality,Other,Smoke & Air Quality,majority
1666482283845672960,FyCIys0aMAIBL4c,Infrastructure,Infrastructure,Infrastructure,Infrastructure,full
1666460451750940672,FyB08bRXwAUI6H8,Smoke & Air Quality,Smoke & Air Quality,Other,Smoke & Air Quality,majority
1666456856540184576,FyBxqyPXgAITVrr,Other,General Information,Political,Other,none
1666456856540184576,FyBxqyUWcAEJOtI,Smoke & Air Quality,General Information,Smoke & Air Quality,Smoke & Air Quality,majority
1666456856540184576,FyBxqyOXsAEr-4o,Smoke & Air Quality,General Information,Political,Smoke & Air Quality,none
1666453836486123520,FyBu7xgXoAEBR07,Insurance,Support,Support,Support,majority
1666424657065435136,FyBUZOuXsAc9deO,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,Warnings & Status Updates,full
1666309614621847552,Fx_rwyRaAAIBhpJ,Evacuees,Evacuees,Evacuees,Evacuees,full
1666299480399044608,Fx_ijBAakAAqMYr,Evacuees,Evacuees,Evacuees,Evacuees,full
1666272624786444288,Fx_KHpUaEAEWivy,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1666249025862131712,Fx-0qA1aUAEnN_x,Infrastructure,Infrastructure,Infrastructure,Infrastructure,full
1666237328724045824,Fx-qBXVXoAEQeNe,Insurance,Support,Support,Support,majority
1666223215721717760,Fx-dLi7aUAAAJlZ,Warnings & Status Updates,General Information,Warnings & Status Updates,Warnings & Status Updates,majority
1666222475628392448,Fx-cgvUaAAAgYTl,Smoke & Air Quality,Smoke & Air Quality,Other,Smoke & Air Quality,majority
1666218649634615296,Fx-ZCDBaMAU8bfs,Other,Smoke & Air Quality,Other,Other,majority
1666205523124064256,Fx-NFg-WYCED4cL,Warnings & Status Updates,Smoke & Air Quality,Reports of Actions of Responders,Warnings & Status Updates,none
1666205523124064256,Fx-NFg-WYB8bbt5,Reports of Actions of Responders,Smoke & Air Quality,Reports of Actions of Responders,Reports of Actions of Responders,majority
1666205523124064256,Fx-NFg8XwAIAigJ,Warnings & Status Updates,Smoke & Air Quality,Reports of Actions of Responders,Warnings & Status Updates,none
1666205523124064256,Fx-NFg9WYCEfwM5,Warnings & Status Updates,Smoke & Air Quality,Reports of Actions of Responders,Warnings & Status Updates,none
1666192744203825152,Fx-BeHoaMAAnkjS,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,full
1666173862000689152,Fx9wSH4X0AY1EgE,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,Smoke & Air Quality,full
1666149198675468288,Fx9ZdO1aIAES5kY,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,full
1666144829502533632,Fx9V4-TaUAAP90p,Infrastructure,Infrastructure,Infrastructure,Infrastructure,full
1666103763906736128,Fx8wd2VaMAU6IFT,Other,Support,Other,Other,majority
1666067828087160832,Fx8P3FvWIAEQTy6,Support,Advertisement,Support,Support,majority
1666066337590804480,Fx8OgNhXwAIBMDZ,Smoke & Air Quality,Smoke & Air Quality,Other,Smoke & Air Quality,majority
1666048515351388160,Fx7-SbnWcAA7zai,Smoke & Air Quality,Smoke & Air Quality,Evacuees,Smoke & Air Quality,majority
1665939334183387136,Fx6azakaMAA2VjI,Warnings & Status Updates,Smoke & Air Quality,Warnings & Status Updates,Warnings & Status Updates,majority
1665937571925598208,Fx6ZKyHaEAA4a4S,Other,Smoke & Air Quality,Other,Other,majority
1665937571925598208,Fx6ZKyHaQAEqOO2,Other,Smoke & Air Quality,Other,Other,majority
1665937571925598208,Fx6ZKyHaAAACZ8R,Other,Smoke & Air Quality,Other,Other,majority
1665937571925598208,Fx6ZKyIaQAEE_6V,Weather Reports,Smoke & Air Quality,Other,Weather Reports,none
1665924949150961664,Fx6M9eEaYAA8dkf,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,full
1665915839911165952,Fx6FoNLaQAAXGAD,Infrastructure,Smoke & Air Quality,Warnings & Status Updates,Infrastructure,none
1665843148973809664,Fx5DgHRaAAIgebB,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,Reports of Actions of Responders,full
1665833555077857280,Fx45ut8aYAA9QeA,Warnings & Status Updates,General Information,General Information,General Information,majority
1665819579136745472,Fx4uFBrX0AAO4_x,Insurance,Insurance,Insurance,Insurance,full
1665819579136745472,Fx4uFB0WcAE7gfo,Insurance,Insurance,Insurance,Insurance,full
1665819579136745472,Fx4uFBLXoAE0jez,Insurance,Insurance,Insurance,Insurance,full
1665819579136745472,Fx4uFCIXoAMxX3K,Support,Insurance,Insurance,Insurance,majority
1665815825104744448,Fx4qpeOWcAEJBZ8,Infrastructure,Reports of Actions of Responders,Infrastructure,Infrastructure,majority
1665815825104744448,Fx4qnBlXoAA6xQk,Infrastructure,Reports of Actions of Responders,Infrastructure,Infrastructure,majority
1665815825104744448,Fx4qoQMXsAANLhE,Infrastructure,Reports of Actions of Responders,Infrastructure,Infrastructure,majority
